,Datetime,groundspeed,throttle,Xacc,Yacc,Zacc,Xgyro,Ygyro,Zgyro,Xmag,Ymag,Zmag
201,2022-10-25 19:14:27,4.998389,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,43.0,234.0,-528.0
202,2022-10-25 19:14:28,5.002137,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,43.0,234.0,-528.0
203,2022-10-25 19:14:29,5.001222,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,43.0,234.0,-528.0
204,2022-10-25 19:14:30,5.000381,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,43.0,234.0,-528.0
205,2022-10-25 19:14:31,4.99701,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,43.0,234.0,-528.0
206,2022-10-25 19:14:32,5.001265,25.0,0.0,0.0,-1001.0,3.0,3.0,2.0,43.0,234.0,-528.0
207,2022-10-25 19:14:33,5.000371,25.0,0.0,0.0,-1001.0,3.0,2.0,3.0,43.0,234.0,-528.0
208,2022-10-25 19:14:34,5.000411,25.0,0.0,0.0,-1001.0,3.0,3.0,3.0,43.0,234.0,-528.0
209,2022-10-25 19:14:35,4.999329,25.0,0.0,0.0,-1001.0,3.0,3.0,3.0,43.0,234.0,-528.0
210,2022-10-25 19:14:36,5.000565,25.0,0.0,0.0,-1001.0,3.0,3.0,3.0,43.0,234.0,-528.0
211,2022-10-25 19:14:37,4.99903,25.0,0.0,0.0,-1001.0,3.0,3.0,3.0,43.0,234.0,-528.0
212,2022-10-25 19:14:38,5.000535,25.0,0.0,0.0,-1001.0,3.0,3.0,3.0,43.0,234.0,-528.0
213,2022-10-25 19:14:39,4.998795,25.0,0.0,0.0,-1001.0,3.0,3.0,3.0,43.0,234.0,-528.0
214,2022-10-25 19:14:40,5.000716,25.0,-1.0,0.0,-1001.0,3.0,3.0,3.0,43.0,234.0,-528.0
215,2022-10-25 19:14:41,4.99866,25.0,0.0,0.0,-1001.0,3.0,3.0,3.0,43.0,234.0,-528.0
